"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","1","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"failed","Fri Nov 22 06:34:46 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","1940","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","0","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","1","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"failed","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:49 GMT 2024","704","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","0","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","1","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","0","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"skipped","Fri Nov 22 06:34:48 GMT 2024","Fri Nov 22 06:34:48 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
